,H,abbrv,category,citations,name,dblp_name
1610,14,ICAT,Graphics,447,International Conference on Artificial Reality and Telexistence,ICAT
1611,14,Afrigraph,Graphics,149,"Conference on Computer Graphics, Virtual Reality, Visualisation and Interaction in Africa",Afrigraph
1612,14,EGPGV,Graphics,130,Eurographics Workshop on Parallel Graphics and Visualization,EGPGV
1613,13,,Graphics,231,IMA Conference on the Mathematics of Surfaces,IMA Conference on the Mathematics of Surfaces
1614,13,ICSC,Graphics,211,International Computer Science Conference,ICSC
1615,13,TIDSE,Graphics,96,Technologies for Interactive Digital Storytelling and Entertainment,TIDSE
1616,12,SBIM,Graphics,56,Sketch Based Interfaces and Modeling,SBIM
1617,11,SIMVIS,Graphics,397,Simulation und Visualisierung,SimVis
1618,11,CGIM,Graphics,123,Conference on Computer Graphics and Imaging,NotAConf
1619,11,,Graphics,116,International Conference on Virtual Storytelling,International Conference on Virtual Storytelling
1620,11,GRAPHICON,Graphics,51,international conference on Computer Graphics and Vision,NotAConf
1621,11,,Graphics,46,Austrographics,Austrographics
1622,11,CAPTECH,Graphics,24,Modelling and Motion Capture Techniques for Virtual Environments,CAPTECH
1623,10,AMDO,Graphics,197,Articulated Motion and Deformable Objects,AMDO
1624,10,APGV,Graphics,190,Applied Perception in Graphics and Visualization,APGV
1625,10,SVR,Graphics,140,SIGGRAPH Video Review,SVR
1626,10,,Graphics,88,Geometric Modelling,Geometric Modelling
1627,10,NPIV,Graphics,41,New Paradigms in Information Visualization and Manipulation,NotAConf
1628,9,VIIP,Graphics,129,"IASTED International Conference on Visualization, Imaging and Image Processing",VIIP
1629,9,VW,Graphics,72,Virtual Worlds,Virtual Worlds
1630,8,EDUTAINMENT,Graphics,482,Edutainment,Edutainment
1631,8,TPCG,Graphics,187,Theory and Practice of Computer Graphics,TPCG
1632,8,,Graphics,41,Eurographics Workshop on Programming Paradigms in Graphics / Object-Oriented Graphics,NotAConf
1633,7,ICETET,Graphics,712,International Conference on Emerging Trends in Engineering & Technology,ICETET
1634,7,IEEECGIV,Graphics,513,"Computer Graphics, Imaging and Vision",NotAConf
1635,7,GRAPP,Graphics,325,Computer Graphics Theory and Applications,GRAPP
1636,7,Computational Aesthetics,Graphics,96,"Eurographics Workshop on Computational Aesthetics in Graphics, Visualization and Imaging",Computational Aesthetics
1637,7,ICCG,Graphics,42,International Conference on Computer Graphics,ICCG
1638,6,CDVE,Graphics,305,"Cooperative Design, Visualization, and Engineering",CDVE
1639,6,,Graphics,69,Advances in Computer Graphics,Advances in Computer Graphics
1640,6,VVG,Graphics,33,"Vision, Video and Graphics",VVG
1641,6,,Graphics,24,Deformable Avatars,NotAConf
1642,6,KNINVI,Graphics,21,Knowledge and Information Visualization,Knowledge and Information Visualization
1643,5,EGITALY,Graphics,115,Eurographics Italian Chapter Conference,Eurographics Italian Chapter Conference
1644,5,GMAI,Graphics,90,Geometric Modeling and Imaging,GMAI
1645,5,ACST,Graphics,65,Advances in Computer Science and Technology,ACST
1646,4,,Graphics,18,Geometric Modeling,Geometric Modelling
1647,3,CGVR,Graphics,137,International Conference on Computer Graphics and Virtual Reality,CGVR
1648,3,,Graphics,24,Visualisierungstechniken und Algorithmen,Visualisierungstechniken und Algorithmen
1649,2,,Graphics,33,Formal Aspects of Cognitive Processes,Formal Aspects of Cognitive Processes
1650,2,,Graphics,32,IFIP WG5.6 Publications,NotAConf
1651,2,,Graphics,23,Digital Content Creation,Digital Content Creation
1652,1,,Graphics,16,Workstations for Experiments,Workstations for Experiments
1653,1,,Graphics,12,Sichtsysteme,Sichtsysteme
1654,86,ICDCS,Distributed & Parallel Computing,2363,International Conference on Distributed Computing Systems,ICDCS
1655,83,PODC,Distributed & Parallel Computing,1520,Symposium on Principles of Distributed Computing,PODC
1656,81,SC,Distributed & Parallel Computing,3066,Supercomputing Conference,SC
1657,61,IPDPS(IPPS),Distributed & Parallel Computing,5456,International Parallel and Distributed Processing Symposium/International Parallel Processing Symposium,IPDPS
1658,61,ICS,Distributed & Parallel Computing,1181,International Conference on Supercomputing,International Conference on Supercomputing
1659,61,HPDC,Distributed & Parallel Computing,1009,IEEE International Symposium on High Performance Distributed Computing,HPDC
1660,61,FTCS,Distributed & Parallel Computing,911,Symposium on Fault-Tolerant Computing,FTCS
1661,59,ICPP,Distributed & Parallel Computing,3243,International Conference on Parallel Processing,ICPP
1662,59,SPAA,Distributed & Parallel Computing,932,ACM Symposium on Parallel Algorithms and Architectures,SPAA
1663,58,NSDI,Distributed & Parallel Computing,289,Networked Systems Design and Implementation,NSDI
1664,48,PACT,Distributed & Parallel Computing,804,International Conference on Parallel Architectures and Compilation Techniques,PACT
1665,47,IPTPS,Distributed & Parallel Computing,144,Peer-to-Peer Systems,IPTPS
1666,46,SRDS,Distributed & Parallel Computing,844,Symposium on Reliable Distributed Systems,SRDS
1667,44,CCGRID,Distributed & Parallel Computing,1455,Cluster Computing and the Grid,CCGrid
1668,43,DISC(WDAG),Distributed & Parallel Computing,705,Workshop on Distributed Algorithms/International Symposium on Distributed Computing,DISC
1669,43,LCPC,Distributed & Parallel Computing,689,Languages and Compilers for Parallel Computing,LCPC
1670,42,JSSPP,Distributed & Parallel Computing,213,Job Scheduling Strategies for Parallel Processing,JSSPP
1671,39,Middleware(ODP),Distributed & Parallel Computing,608,International Conference on Distributed Systems Platforms and Open Distributed Processing/Open Distributed Processing,Middleware
1672,36,PPoPP,Distributed & Parallel Computing,314,Principles and Practice of Parallel Programming,PPOPP
1673,35,,Distributed & Parallel Computing,431,Grid Computing,NotAConf
1674,35,,Distributed & Parallel Computing,149,Java Grande,Java Grande
1675,34,Euro-Par,Distributed & Parallel Computing,2393,European Conference on Parallel Processing,Euro-Par
1676,34,PDIS,Distributed & Parallel Computing,201,Conference on Parallel andDistributed Information Systems,PDIS
1677,32,ICAC,Distributed & Parallel Computing,293,International Conference on Autonomic Computing,ICAC
1678,31,P2P,Distributed & Parallel Computing,505,Peer-to-Peer Computing,Peer-to-Peer Computing
1679,30,EDOS,Distributed & Parallel Computing,885,Enterprise Distributed Object Computing Conference,NotAConf
1680,30,EUROSYS,Distributed & Parallel Computing,179,EuroSys Conference,EuroSys
1681,29,CLUSTER,Distributed & Parallel Computing,829,Cluster Computing,Cluster Computing
1682,29,ISORC,Distributed & Parallel Computing,789,Object-Oriented Real-Time Distributed Computing,ISORC
1683,29,ICCS,Distributed & Parallel Computing,633,International Conference on Conceptual Structures,ICCS
1684,28,FORTE,Distributed & Parallel Computing,768,Formal Techniques for Networked and Distributed Systems,FORTE
1685,28,PARLE,Distributed & Parallel Computing,416,Parallel Architectures and Languages Europe,PARLE
1686,28,,Distributed & Parallel Computing,364,Policies for Distributed Systems and Networks,NotAConf
1687,28,,Distributed & Parallel Computing,132,Heterogeneous Computing Workshop,Heterogeneous Computing Workshop
1688,27,PPSC,Distributed & Parallel Computing,1108,Parallel Processing for Scientific Computing,PPSC
1689,27,ISPASS,Distributed & Parallel Computing,344,International Symposium on Performance Analysis of Systems and Software,ISPASS
1690,26,COOTS,Distributed & Parallel Computing,118,Conference on Object-Oriented Technologies and Systems,COOTS
1691,25,PDPTA,Distributed & Parallel Computing,3158,Parallel and Distributed Processing Techniques and Applications,PDPTA
1692,25,SPDP,Distributed & Parallel Computing,550,Symposium on Parallel and Distributed Processing,SPDP
1693,24,FTDCS,Distributed & Parallel Computing,637,Future Trends of Distributed Computer Systems,FTDCS
1694,24,MSS,Distributed & Parallel Computing,453,Symposium on Mass Storage Systems,MSS
1695,22,ICPADS,Distributed & Parallel Computing,2035,International Conference on Parallel and Distributed Systems,ICPADS
1696,22,ICPP(Workshop),Distributed & Parallel Computing,801,International Conference on Parallel Processing,ICPP
1697,22,IISWC,Distributed & Parallel Computing,251,IEEE International Symposium on Workload Characterization,IISWC
1698,22,FMOODS,Distributed & Parallel Computing,209,Formal Methods for Open Object-Based Distributed Systems,FMOODS
1699,21,ISADS,Distributed & Parallel Computing,707,International Symposium on Autonomous Decentralized Systems,ISADS
1700,20,HiPC,Distributed & Parallel Computing,893,High Performance Computing,HiPC
1701,20,PVM/MPI,Distributed & Parallel Computing,864,Parallel Virtual Machine / Message Passing Interface,PVM/MPI
1702,20,WORDS,Distributed & Parallel Computing,393,Workshop on Object-Oriented Real-Time Dependable Systems,WORDS
1703,20,DSOM,Distributed & Parallel Computing,258,"Distributed Systems, Operations and Management",DSOM
1704,20,Hypercube,Distributed & Parallel Computing,197,Hypercube Concurrent Computers and Applications,NotAConf
1705,19,PDCS,Distributed & Parallel Computing,516,Parallel and Distributed Computing Systems,PDCS
1706,19,ESCIENCE,Distributed & Parallel Computing,512,e-Science and Grid Computing,eScience
1707,19,DAIS,Distributed & Parallel Computing,251,Distributed Applications and Interoperable Systems,DAIS
1708,19,WPDD,Distributed & Parallel Computing,37,Workshop on Parallel and Distributed Debugging,Workshop on Parallel and Distributed Debugging
1709,18,OPODIS,Distributed & Parallel Computing,373,International Conference On Principles Of DIstributed Systems,OPODIS
1710,18,ACSD,Distributed & Parallel Computing,307,Int. Conf. on Application of Concurrency to System Design,ACSD
1711,18,EDCC,Distributed & Parallel Computing,276,European Dependable Computing Conference,EDCC
1712,18,IPAW,Distributed & Parallel Computing,119,International Provenance and Annotation Workshop,IPAW
1713,18,IOPADS,Distributed & Parallel Computing,41,I/O in Parallel and Distributed Systems,IOPADS
1714,17,PRDC,Distributed & Parallel Computing,581,Pacific Rim International Symposium on Dependable Computing,PRDC
1715,17,,Distributed & Parallel Computing,305,Conference On Computing Frontiers,NotAConf
1716,17,WCW,Distributed & Parallel Computing,79,Web Content Caching and Distribution,WCW
1717,16,ICCSA,Distributed & Parallel Computing,3055,Computational Science and Its Applications,ICCSA
1718,16,ISPAN,Distributed & Parallel Computing,710,"International Symposium on Parallel Architectures, Algorithms and Networks",ISPAN
1719,16,,Distributed & Parallel Computing,683,"Parallel, Distributed and Network-Based Processing",NotAConf
1720,16,PARA,Distributed & Parallel Computing,654,Workshop on Applied Parallel Computing,PARA
1721,16,CONPAR,Distributed & Parallel Computing,378,Conference on Algorithms and Hardware for Parallel Processing,CONPAR
1722,16,DOA,Distributed & Parallel Computing,130,International Symposium on Distributed Objects and Applications,DOA
1723,16,IRREGULAR,Distributed & Parallel Computing,126,Workshop on Parallel Algorithms for Irregularly Structured Problems,IRREGULAR
1724,16,LCR,Distributed & Parallel Computing,58,"Languages, Compilers, and Run-Time Systems for Scalable Computers",LCR
1725,15,ISCAPDCS,Distributed & Parallel Computing,521,ISCA International Conference on Parallel and Distributed Computing Systems,NotAConf
1726,15,ICCI,Distributed & Parallel Computing,513,International Conference on Computing and Information,ICCI
1727,15,DEBS,Distributed & Parallel Computing,196,Distributed Event-Based Systems,DEBS
1728,15,SPDT,Distributed & Parallel Computing,43,Symposium on Parallel and Distributed Tools,NotAConf
1729,14,IEEECIT,Distributed & Parallel Computing,1369,Conference on Computer and Information Technology,NotAConf
1730,14,,Distributed & Parallel Computing,672,Parallel Processing and Applied Mathematics,NotAConf
1731,14,ISPDC,Distributed & Parallel Computing,426,International Symposium on Parallel and Distributed Computing,ISPDC
1732,14,ACRI,Distributed & Parallel Computing,412,International Conference on Cellular Automata for Research and Industry,ACRI
1733,14,DPDS,Distributed & Parallel Computing,78,International Symposium on Databases in Parallel and Distributed Systems,DPDS
1734,14,,Distributed & Parallel Computing,74,European Across Grids Conference,European Across Grids Conference
1735,14,HIPS,Distributed & Parallel Computing,66,High-Level Parallel Programming Models and Supportive Environments,HIPS
1736,14,,Distributed & Parallel Computing,61,Active Middleware Services,Active Middleware Services
1737,13,ARCS,Distributed & Parallel Computing,663,Architektur von Rechensystemen,ARCS
1738,13,ISHPC,Distributed & Parallel Computing,240,High Performance Computing,ISHPC
1739,13,ISCOPE,Distributed & Parallel Computing,88,International Symposium on Computing in Object-Oriented Parallel Environments,ISCOPE
1740,13,WSS,Distributed & Parallel Computing,57,Workshop on Self-Stabilizing Systems,WSS
1741,12,,Distributed & Parallel Computing,1343,Grid and Cooperative Computing,NotAConf
1742,12,PDCAT,Distributed & Parallel Computing,1140,Parallel and Distributed Computing: Applications and Technologies,PDCAT
1743,12,ISPA,Distributed & Parallel Computing,698,International Symposium on Parallel and Distributed Processing and Applications,ISPA
1744,12,AI,Distributed & Parallel Computing,577,Applied Informatics,Applied Informatics
1745,12,PARCO,Distributed & Parallel Computing,542,Parallel Computing,Parallel Computing
1746,12,PaCT,Distributed & Parallel Computing,420,Parallel Computing Technologies,PaCT
1747,12,SBAC-PAD,Distributed & Parallel Computing,332,Symposium on Computer Architecture and High Performance Computing,SBAC-PAD
1748,12,HPCS,Distributed & Parallel Computing,294,International Symposium on High Performance Computing Systems,HPCS
1749,12,EGC,Distributed & Parallel Computing,138,European Grid Conference,EGC
1750,12,SCI,Distributed & Parallel Computing,99,Scalable Coherent Interface,Scalable Coherent Interface
1751,12,IWOMP,Distributed & Parallel Computing,93,International Workshop on OpenMP,IWOMP
1752,11,HPCC,Distributed & Parallel Computing,795,High Performance Computing and Communications,HPCC
1753,11,ICA3PP,Distributed & Parallel Computing,657,International Conference on Algorithms and Architectures for Parallel Processing,ICA3PP
1754,11,VECPAR,Distributed & Parallel Computing,384,Vector and Parallel Processing,VECPAR
1755,11,,Distributed & Parallel Computing,321,Parallel Computing in Electrical Engineering,NotAConf
1756,11,ICCNMC,Distributed & Parallel Computing,294,International Conference on Computer Network and Mobile Computing,ICCNMC
1757,11,,Distributed & Parallel Computing,240,IFIP WG10.3 Publications,NotAConf
1758,11,,Distributed & Parallel Computing,224,Self-Stabilizing Systems,Self-Stabilizing Systems
1759,11,Infoscale,Distributed & Parallel Computing,170,Scalable Information Systems,Infoscale
1760,10,NPC,Distributed & Parallel Computing,629,Network and Parallel Computing,NPC
1761,10,ATC,Distributed & Parallel Computing,413,Autonomic and Trusted Computing,ATC
